ID	PRIMER	ERROR
ERR346600.53|SEQORIENT=F|PRIMER=IgH-fw15	IgG	0.0
ERR346600.48|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.60|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.61|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.64|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.59|SEQORIENT=F|PRIMER=IgH-fw15	IgG	0.0
ERR346600.63|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.69|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.67|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.56|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.62|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.73|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.66|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.71|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.70|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.68|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.74|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.76|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.77|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.75|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.72|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.65|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.79|SEQORIENT=F|PRIMER=IgH-fw13	IgG	0.0
ERR346600.82|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.78|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.86|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.84|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.80|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.81|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.85|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.89|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.91|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.88|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.83|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.94|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.87|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.90|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.96|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.050000000000000044
ERR346600.95|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.97|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.103|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.99|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.102|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.98|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.100|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.113|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.105|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.101|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.104|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.108|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.109|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.112|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.93|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.107|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.110|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.111|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.116|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.114|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.115|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.120|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.117|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.119|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.125|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.126|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.123|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.121|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.124|SEQORIENT=F|PRIMER=IgH-fw7	IgG	0.0
ERR346600.122|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.127|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.118|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.128|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.137|SEQORIENT=F|PRIMER=IgH-fw15	IgG	0.0
ERR346600.133|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.134|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.130|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.050000000000000044
ERR346600.139|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.138|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.141|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.050000000000000044
ERR346600.131|SEQORIENT=F|PRIMER=IgH-fw8	IgG	0.0
ERR346600.143|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.132|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.148|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.140|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.142|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.146|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.151|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.145|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.136|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.144|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.153|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.147|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.149|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.158|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.154|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.156|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.152|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.161|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.167|SEQORIENT=F|PRIMER=IgH-fw8	IgG	0.0
ERR346600.162|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.157|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.155|SEQORIENT=F|PRIMER=IgH-fw7	IgG	0.0
ERR346600.163|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.164|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.168|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.159|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.166|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.172|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.160|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.169|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.050000000000000044
ERR346600.170|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.165|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.050000000000000044
ERR346600.173|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.171|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.174|SEQORIENT=F|PRIMER=IgH-fw15	IgG	0.0
ERR346600.176|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.179|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.177|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.178|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.150|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.175|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.185|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.180|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.182|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.181|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.183|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.184|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.186|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.187|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.050000000000000044
ERR346600.188|SEQORIENT=F|PRIMER=IgH-fw16	IgG	0.0
ERR346600.190|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.191|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.194|SEQORIENT=F|PRIMER=IgH-fw8	IgG	0.0
ERR346600.195|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.193|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.189|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.200|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.199|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.198|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.196|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.201|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.203|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.206|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.202|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.204|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.208|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.205|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.209|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.216|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.214|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.207|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.210|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.211|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.213|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.217|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.215|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.218|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.212|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.220|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.050000000000000044
ERR346600.219|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.225|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.224|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.223|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.222|SEQORIENT=F|PRIMER=IgH-fw16	IgG	0.0
ERR346600.226|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.221|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.229|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.231|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.227|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.234|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.230|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.233|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.232|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.237|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.228|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.239|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.244|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.236|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.235|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.241|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.238|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.243|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.240|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.245|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.249|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.246|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.55
ERR346600.242|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.248|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.250|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.253|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.254|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.261|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.252|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.260|SEQORIENT=F|PRIMER=IgH-fw14	IgG	0.0
ERR346600.259|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.257|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.263|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.266|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.247|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.256|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.251|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.050000000000000044
ERR346600.267|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.264|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.255|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.265|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.268|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.262|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.272|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.270|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.271|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.275|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.276|SEQORIENT=F|PRIMER=IgH-fw8	IgG	0.0
ERR346600.269|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.274|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.279|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.273|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.281|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.277|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.280|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.050000000000000044
ERR346600.278|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.284|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.282|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.289|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.285|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.288|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.283|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.287|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.290|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.297|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.291|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.299|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.294|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.286|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.303|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.296|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.300|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.293|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.306|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.292|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.305|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.308|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.307|SEQORIENT=F|PRIMER=IgH-fw14	IgG	0.0
ERR346600.310|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.312|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.314|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.309|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.311|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.050000000000000044
ERR346600.313|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.315|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.318|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.323|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.302|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.050000000000000044
ERR346600.304|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.320|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.319|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.301|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.322|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.35
ERR346600.316|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.326|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.324|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.327|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.325|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.050000000000000044
ERR346600.334|SEQORIENT=F|PRIMER=IgH-fw11	IgG	0.0
ERR346600.321|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.332|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.339|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.333|SEQORIENT=F|PRIMER=IgH-fw12	IgG	0.0
ERR346600.336|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.0
ERR346600.329|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.342|SEQORIENT=F|PRIMER=IgH-fw14	IgG	0.0
ERR346600.337|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.335|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.338|SEQORIENT=F|PRIMER=IgH-fw3	IgG	0.050000000000000044
ERR346600.341|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.345|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.331|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.346|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.344|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.340|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.348|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.351|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.343|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.347|SEQORIENT=F|PRIMER=IgH-fw8	IgG	0.0
ERR346600.349|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.350|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.352|SEQORIENT=F|PRIMER=IgH-fw17	IgG	0.0
ERR346600.353|SEQORIENT=F|PRIMER=IgH-fw6	IgG	0.0
ERR346600.355|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.357|SEQORIENT=F|PRIMER=IgH-fw5	IgG	0.0
ERR346600.359|SEQORIENT=F|PRIMER=IgH-fw2	IgG	0.0
ERR346600.360|SEQORIENT=F|PRIMER=IgH-fw10	IgG	0.0
ERR346600.354|SEQORIENT=F|PRIMER=IgH-fw4	IgG	0.0
ERR346600.356|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.369|SEQORIENT=F|PRIMER=IgH-fw1	IgG	0.0
ERR346600.362|SEQORIENT=F|PRIMER=IgH-fw9	IgG	0.0
ERR346600.365|SEQORIENT=F|PRIMER=IgH-fw13	IgG	0.25
