ID	QUALITY
ERR346600.141	36.42014742014742
ERR346600.143	36.1530612244898
ERR346600.148	37.26130653266332
ERR346600.146	35.99746835443038
ERR346600.136	37.1608040201005
ERR346600.142	37.38154613466334
ERR346600.140	35.665853658536584
ERR346600.144	36.89873417721519
ERR346600.145	29.782278481012657
ERR346600.149	36.328947368421055
ERR346600.147	36.56041131105398
ERR346600.151	37.26221079691517
ERR346600.150	38.253768844221106
ERR346600.154	37.02849740932643
ERR346600.152	33.89460154241645
ERR346600.153	38.2713567839196
ERR346600.155	37.96287128712871
ERR346600.156	37.1139896373057
ERR346600.157	37.42025316455696
ERR346600.158	36.03740648379053
ERR346600.161	34.16195372750643
ERR346600.162	37.62094763092269
ERR346600.164	33.50642673521851
ERR346600.167	36.05398457583548
ERR346600.160	38.118987341772154
ERR346600.159	36.58040201005025
ERR346600.168	37.61097256857855
ERR346600.163	35.87688442211055
ERR346600.166	36.987046632124354
ERR346600.165	36.04810126582279
ERR346600.172	36.754950495049506
ERR346600.169	35.70761670761671
ERR346600.173	36.41959798994975
ERR346600.171	37.47043701799486
ERR346600.170	37.15346534653465
ERR346600.174	36.55282555282555
ERR346600.176	37.90561224489796
ERR346600.177	38.087403598971726
ERR346600.175	37.089285714285715
ERR346600.179	36.5
ERR346600.178	37.768844221105525
ERR346600.180	36.449748743718594
ERR346600.183	35.19843342036553
ERR346600.184	37.882506527415146
ERR346600.185	37.11645569620253
ERR346600.182	34.33418367346939
ERR346600.181	37.866336633663366
ERR346600.186	37.85316455696203
ERR346600.188	38.08418367346939
ERR346600.187	37.78140703517588
ERR346600.191	36.25798525798526
ERR346600.190	36.34158415841584
ERR346600.194	37.062814070351756
ERR346600.189	37.0130548302872
ERR346600.195	38.086075949367086
ERR346600.199	37.87848101265823
ERR346600.193	37.35960591133005
ERR346600.196	37.39152119700748
ERR346600.200	37.80402010050251
ERR346600.198	37.42326732673267
ERR346600.201	35.821608040201006
ERR346600.203	37.55527638190955
ERR346600.202	37.66089108910891
ERR346600.206	37.3391959798995
ERR346600.204	35.88946015424165
ERR346600.208	37.81347150259067
ERR346600.207	31.0
ERR346600.209	31.787341772151898
ERR346600.205	37.826530612244895
ERR346600.210	37.52010050251256
ERR346600.214	37.881012658227846
ERR346600.216	37.08101265822785
ERR346600.213	36.81909547738694
ERR346600.211	33.91708542713568
ERR346600.215	32.079800498753116
ERR346600.217	38.13417721518987
ERR346600.218	36.418952618453865
ERR346600.212	36.66075949367089
ERR346600.220	38.12623762376238
ERR346600.224	37.12967581047381
ERR346600.219	35.470886075949366
ERR346600.223	32.858942065491185
ERR346600.222	38.256281407035175
ERR346600.221	35.002457002457
ERR346600.225	37.4
ERR346600.226	37.13367609254499
ERR346600.230	33.32668329177057
ERR346600.229	37.040506329113924
ERR346600.227	29.17206982543641
ERR346600.232	37.86180904522613
ERR346600.231	36.57286432160804
ERR346600.234	37.910714285714285
ERR346600.237	32.631449631449634
ERR346600.233	34.42211055276382
ERR346600.235	31.985257985257984
ERR346600.228	35.825552825552826
ERR346600.236	36.53266331658291
ERR346600.239	31.613065326633166
ERR346600.240	38.04271356783919
ERR346600.241	36.84538653366584
ERR346600.244	37.814070351758794
ERR346600.242	33.846733668341706
ERR346600.238	36.544794188861985
ERR346600.243	35.982412060301506
ERR346600.245	36.06030150753769
ERR346600.249	36.03990024937656
ERR346600.246	37.08629441624365
ERR346600.248	35.52439024390244
ERR346600.247	36.334152334152336
ERR346600.250	36.949748743718594
ERR346600.252	38.29950495049505
ERR346600.251	31.63658536585366
ERR346600.253	36.84924623115578
ERR346600.255	36.08354430379747
ERR346600.254	37.01542416452442
ERR346600.257	37.52295918367347
ERR346600.261	36.880299251870326
ERR346600.259	33.19897959183673
ERR346600.260	37.69059405940594
ERR346600.263	38.12894736842105
ERR346600.266	36.69170984455958
ERR346600.256	36.75609756097561
ERR346600.258	36.98200514138817
ERR346600.262	37.66581632653061
ERR346600.268	37.23152709359606
ERR346600.265	36.595477386934675
ERR346600.267	37.8
ERR346600.264	38.05527638190955
ERR346600.272	31.875
ERR346600.269	38.232142857142854
ERR346600.271	37.902010050251256
ERR346600.270	34.46015424164524
ERR346600.274	35.86787564766839
ERR346600.275	38.027638190954775
ERR346600.273	33.71243523316062
ERR346600.277	37.12853470437018
ERR346600.279	36.43969849246231
ERR346600.276	34.81435643564357
ERR346600.280	34.95443037974684
ERR346600.278	37.959798994974875
ERR346600.281	37.41772151898734
ERR346600.282	37.29145728643216
ERR346600.285	37.926767676767675
ERR346600.284	35.20884520884521
ERR346600.283	37.138817480719794
ERR346600.289	38.31909547738694
ERR346600.288	35.609254498714655
ERR346600.287	37.48071979434447
ERR346600.290	38.12176165803109
ERR346600.291	37.56359102244389
ERR346600.296	37.304455445544555
ERR346600.297	38.28316326530612
ERR346600.293	38.27431421446384
ERR346600.286	36.582926829268295
ERR346600.292	37.691326530612244
ERR346600.299	37.97172236503856
ERR346600.294	37.954081632653065
ERR346600.300	37.3125
ERR346600.302	37.8419689119171
ERR346600.303	35.11479591836735
ERR346600.306	38.131645569620254
ERR346600.305	35.712530712530715
ERR346600.304	36.69642857142857
ERR346600.308	36.344303797468356
ERR346600.301	34.51201923076923
ERR346600.307	36.34422110552764
ERR346600.310	37.64321608040201
ERR346600.309	36.9974293059126
ERR346600.311	36.94897959183673
ERR346600.312	36.82642487046632
ERR346600.315	38.074812967581046
ERR346600.314	37.845569620253166
ERR346600.313	36.9305912596401
ERR346600.319	37.10632911392405
ERR346600.318	37.67079207920792
ERR346600.320	38.046341463414635
ERR346600.316	37.6126582278481
ERR346600.325	37.58968058968059
ERR346600.323	38.102827763496144
ERR346600.317	37.433234421364986
ERR346600.321	38.44221105527638
ERR346600.327	30.77545691906005
ERR346600.324	37.69190600522193
ERR346600.322	36.46212121212121
ERR346600.326	38.10880829015544
ERR346600.331	37.93969849246231
ERR346600.329	38.09873417721519
ERR346600.332	36.89974293059126
ERR346600.334	37.278481012658226
ERR346600.335	37.08040201005025
ERR346600.333	34.075949367088604
ERR346600.336	34.88693467336683
ERR346600.337	37.08168316831683
ERR346600.339	37.46733668341709
ERR346600.342	36.62176165803109
ERR346600.338	33.485365853658536
ERR346600.343	37.822784810126585
ERR346600.341	36.921052631578945
ERR346600.340	36.31172069825436
ERR346600.346	36.33937823834197
ERR346600.348	35.58291457286432
ERR346600.344	38.29925187032419
ERR346600.351	37.69346733668342
ERR346600.345	37.775561097256855
ERR346600.347	37.71608040201005
ERR346600.350	38.10659898477157
ERR346600.354	37.73684210526316
ERR346600.349	38.07537688442211
ERR346600.353	37.77377892030848
ERR346600.352	34.975247524752476
ERR346600.355	36.78643216080402
ERR346600.356	37.984693877551024
ERR346600.359	35.98743718592965
ERR346600.357	33.077306733167084
ERR346600.362	35.821608040201006
ERR346600.360	36.30731707317073
ERR346600.361	38.13861386138614
ERR346600.365	36.015037593984964
ERR346600.366	37.25255102040816
ERR346600.369	35.91041162227603
ERR346600.368	34.939240506329114
ERR346600.371	37.6359102244389
ERR346600.363	35.87437185929648
ERR346600.364	36.18811881188119
ERR346600.372	38.37244897959184
ERR346600.373	37.8428927680798
ERR346600.374	33.2219387755102
ERR346600.377	38.339331619537276
ERR346600.370	37.29899497487437
ERR346600.375	37.4321608040201
ERR346600.378	36.40616966580977
ERR346600.376	37.89113924050633
ERR346600.383	35.959798994974875
ERR346600.379	37.401028277634964
ERR346600.380	38.29562982005142
ERR346600.382	32.79145728643216
ERR346600.384	32.056930693069305
ERR346600.381	37.32668329177057
ERR346600.386	37.99268292682927
ERR346600.385	37.49357326478149
ERR346600.387	38.19597989949749
ERR346600.392	34.336609336609335
ERR346600.389	30.53470437017995
ERR346600.391	37.73007712082262
ERR346600.388	38.18622448979592
ERR346600.394	38.12596401028278
ERR346600.396	33.095115681233935
ERR346600.390	37.68354430379747
ERR346600.395	37.40954773869347
ERR346600.393	33.55036855036855
ERR346600.400	37.775561097256855
ERR346600.399	35.494923857868024
ERR346600.401	38.062814070351756
ERR346600.398	37.958536585365856
ERR346600.397	31.55276381909548
ERR346600.407	35.49744897959184
ERR346600.402	38.39378238341969
ERR346600.404	38.02570694087404
ERR346600.409	35.005025125628144
ERR346600.408	36.853470437018
ERR346600.405	38.21938775510204
ERR346600.406	37.33924050632911
ERR346600.411	35.98684210526316
ERR346600.410	34.27431421446384
ERR346600.413	38.333333333333336
ERR346600.414	37.98724489795919
ERR346600.412	34.202439024390245
ERR346600.417	37.913690476190474
ERR346600.415	37.8506329113924
ERR346600.419	34.139240506329116
ERR346600.418	37.369897959183675
ERR346600.422	37.45663265306123
ERR346600.420	37.47938144329897
ERR346600.421	36.67088607594937
ERR346600.416	37.56857855361596
ERR346600.424	37.479418886198545
ERR346600.425	37.78643216080402
ERR346600.427	37.470886075949366
ERR346600.428	32.10126582278481
ERR346600.423	37.78304239401496
ERR346600.431	37.239074550128535
ERR346600.430	37.82767624020888
ERR346600.432	33.62593516209476
ERR346600.426	37.84538653366584
ERR346600.429	30.663291139240506
ERR346600.434	38.05440414507772
ERR346600.433	38.230379746835446
ERR346600.435	27.7964824120603
ERR346600.439	37.75429975429975
ERR346600.438	37.21409921671018
ERR346600.436	37.61057692307692
ERR346600.441	38.28428927680798
ERR346600.437	38.16195372750643
ERR346600.443	37.02040816326531
ERR346600.440	37.00992555831265
ERR346600.446	37.738154613466335
ERR346600.444	29.97215189873418
ERR346600.442	38.063291139240505
ERR346600.448	38.10050251256281
ERR346600.447	37.869346733668344
ERR346600.445	37.825192802056556
ERR346600.449	35.56188118811881
ERR346600.453	36.932367149758456
ERR346600.452	37.857142857142854
ERR346600.450	38.01518987341772
ERR346600.455	33.37871287128713
ERR346600.454	37.83291770573566
ERR346600.458	35.270731707317076
ERR346600.456	37.96437659033079
ERR346600.457	37.54545454545455
ERR346600.461	26.984924623115578
ERR346600.451	37.25255102040816
ERR346600.460	38.15263157894737
ERR346600.459	38.23869346733668
ERR346600.462	37.586633663366335
ERR346600.465	37.4719387755102
ERR346600.464	33.45477386934673
ERR346600.463	37.05527638190955
ERR346600.467	37.69897959183673
ERR346600.469	35.758104738154614
ERR346600.470	37.18877551020408
ERR346600.473	37.61097256857855
ERR346600.472	37.804627249357324
ERR346600.471	37.59438775510204
ERR346600.466	37.79081632653061
ERR346600.474	32.21197007481297
ERR346600.478	37.46173469387755
ERR346600.477	37.67609254498715
ERR346600.480	36.85204081632653
ERR346600.476	37.4
ERR346600.484	37.941031941031945
ERR346600.479	35.743718592964825
ERR346600.475	36.898963730569946
ERR346600.481	38.141772151898735
ERR346600.482	37.95629820051414
ERR346600.483	37.0126582278481
ERR346600.490	35.59024390243903
ERR346600.487	35.56122448979592
ERR346600.485	37.652741514360315
ERR346600.488	37.16957605985037
ERR346600.491	37.770573566084785
ERR346600.493	35.57537688442211
ERR346600.496	37.98481012658228
ERR346600.497	37.210126582278484
ERR346600.494	37.96632124352332
ERR346600.492	37.00251256281407
ERR346600.489	37.469849246231156
ERR346600.498	36.55361596009975
ERR346600.499	27.022613065326635
ERR346600.502	37.962025316455694
ERR346600.503	37.95477386934673
ERR346600.500	37.01732673267327
ERR346600.501	37.03389830508475
ERR346600.505	38.191326530612244
ERR346600.495	32.251295336787564
ERR346600.507	36.868354430379746
ERR346600.506	37.66494845360825
ERR346600.508	38.12
ERR346600.504	37.83502538071066
ERR346600.509	37.47174447174447
ERR346600.511	35.70179948586118
ERR346600.514	37.55696202531646
ERR346600.515	38.2035175879397
ERR346600.513	37.616966580976865
ERR346600.512	36.0678391959799
ERR346600.510	37.21859296482412
ERR346600.520	37.53517587939699
ERR346600.519	36.41012658227848
ERR346600.516	37.946835443037976
ERR346600.522	37.77638190954774
ERR346600.525	35.603960396039604
ERR346600.521	33.64321608040201
ERR346600.523	32.82920792079208
ERR346600.528	37.562653562653566
ERR346600.517	37.7035175879397
ERR346600.527	37.95663265306123
ERR346600.531	33.61224489795919
ERR346600.529	32.79493670886076
ERR346600.530	38.08168316831683
ERR346600.532	33.092269326683294
ERR346600.526	35.22879177377892
ERR346600.524	37.4390243902439
ERR346600.536	35.89356435643565
ERR346600.533	37.44887780548628
ERR346600.535	36.42602040816327
ERR346600.537	36.448101265822785
ERR346600.538	38.34146341463415
ERR346600.539	37.3746835443038
ERR346600.534	34.665822784810125
ERR346600.541	37.4963144963145
ERR346600.540	37.85012285012285
ERR346600.542	38.196891191709845
ERR346600.544	37.742574257425744
ERR346600.545	37.95728643216081
ERR346600.548	36.548469387755105
ERR346600.543	32.607142857142854
ERR346600.546	37.75578406169666
ERR346600.547	33.77215189873418
ERR346600.550	37.35411471321696
ERR346600.549	37.31969309462916
ERR346600.551	38.01012658227848
ERR346600.552	37.121212121212125
ERR346600.556	34.72959183673469
ERR346600.553	38.19700748129676
ERR346600.555	33.59383033419023
ERR346600.554	37.12244897959184
ERR346600.557	37.718015665796344
ERR346600.558	37.757425742574256
ERR346600.561	38.07990314769976
ERR346600.560	37.40841584158416
ERR346600.559	38.15263157894737
ERR346600.565	29.329145728643216
ERR346600.562	38.183673469387756
ERR346600.566	36.12311557788945
ERR346600.563	33.936708860759495
ERR346600.564	36.38498789346247
ERR346600.567	34.21608040201005
ERR346600.569	38.073417721518986
ERR346600.570	33.282776349614394
ERR346600.572	35.119170984455955
ERR346600.568	38.17857142857143
ERR346600.571	34.640306122448976
ERR346600.573	35.492537313432834
ERR346600.574	37.8
ERR346600.577	37.798469387755105
ERR346600.578	37.29336734693877
ERR346600.576	37.979274611398964
ERR346600.584	34.83165829145729
ERR346600.575	38.16836734693877
ERR346600.582	33.48743718592965
ERR346600.581	38.05357142857143
ERR346600.579	36.12151898734177
ERR346600.585	37.79434447300771
ERR346600.580	35.077306733167084
ERR346600.589	37.97721518987342
ERR346600.586	37.22704081632653
ERR346600.587	38.01020408163265
ERR346600.583	38.19346733668342
ERR346600.590	37.90745501285347
ERR346600.588	37.69326683291771
ERR346600.591	36.88452088452088
ERR346600.592	38.02512562814071
ERR346600.593	37.56377551020408
ERR346600.595	32.70049504950495
ERR346600.596	38.239401496259354
ERR346600.597	37.604878048780485
ERR346600.598	38.234413965087285
ERR346600.594	37.344303797468356
ERR346600.600	36.80798004987531
ERR346600.599	37.78894472361809
ERR346600.603	33.01732673267327
ERR346600.602	37.68341708542714
ERR346600.601	38.14962593516209
ERR346600.605	38.204081632653065
ERR346600.604	33.598503740648376
ERR346600.609	38.35
ERR346600.610	35.66580310880829
ERR346600.611	38.15829145728643
ERR346600.607	38.04390243902439
ERR346600.612	38.380102040816325
ERR346600.614	38.20100502512563
ERR346600.608	37.37017994858612
ERR346600.616	38.125
ERR346600.615	38.191326530612244
ERR346600.617	30.66829268292683
ERR346600.618	34.1256157635468
ERR346600.619	37.6126582278481
ERR346600.620	37.23267326732673
ERR346600.621	37.39312039312039
ERR346600.622	32.75578406169666
ERR346600.624	35.351485148514854
ERR346600.613	38.2035175879397
ERR346600.625	37.652956298200515
ERR346600.606	38.29274611398964
ERR346600.623	38.06122448979592
ERR346600.629	37.84971098265896
ERR346600.628	38.31887755102041
ERR346600.626	37.14824120603015
ERR346600.631	38.10880829015544
ERR346600.632	26.192682926829267
ERR346600.630	37.43291139240506
ERR346600.636	32.07397959183673
ERR346600.633	26.7964824120603
ERR346600.635	38.06435643564357
ERR346600.638	36.28061224489796
ERR346600.627	37.255528255528255
ERR346600.639	37.294736842105266
ERR346600.637	32.880299251870326
ERR346600.644	38.16209476309227
ERR346600.640	37.84405940594059
ERR346600.641	35.66075949367089
ERR346600.643	37.71590909090909
ERR346600.634	34.6783042394015
ERR346600.645	36.652741514360315
ERR346600.642	37.57035175879397
ERR346600.646	37.32911392405063
ERR346600.651	37.77239709443099
ERR346600.648	38.15949367088608
ERR346600.650	38.310880829015545
ERR346600.649	37.08780487804878
ERR346600.652	37.93782383419689
ERR346600.655	30.408977556109726
ERR346600.653	38.14795918367347
ERR346600.657	35.34413965087282
ERR346600.654	38.063291139240505
ERR346600.660	36.56887755102041
ERR346600.662	38.12244897959184
ERR346600.658	36.469849246231156
ERR346600.665	36.48762376237624
ERR346600.656	38.150510204081634
ERR346600.659	37.8
ERR346600.664	37.479274611398964
ERR346600.647	37.72069825436409
ERR346600.661	37.3225
ERR346600.668	34.36734693877551
ERR346600.667	32.29426433915212
ERR346600.671	37.84832904884319
ERR346600.663	34.066838046272494
ERR346600.674	37.19387755102041
ERR346600.670	34.425316455696205
ERR346600.666	37.380145278450364
ERR346600.672	36.79024390243902
ERR346600.669	31.92462311557789
ERR346600.673	34.48724489795919
ERR346600.676	38.40816326530612
ERR346600.677	29.98714652956298
ERR346600.678	34.3756345177665
ERR346600.679	37.475247524752476
ERR346600.681	35.01732673267327
ERR346600.682	36.33416458852868
ERR346600.680	34.38944723618091
ERR346600.685	38.326829268292684
ERR346600.684	31.559585492227978
ERR346600.683	37.754430379746836
ERR346600.691	28.184810126582278
ERR346600.688	37.90556900726392
ERR346600.686	38.26275510204081
ERR346600.690	36.71608040201005
ERR346600.689	38.046341463414635
ERR346600.692	38.22361809045226
ERR346600.696	38.09438775510204
ERR346600.687	38.22622107969152
ERR346600.694	37.760925449871465
ERR346600.695	37.947630922693264
ERR346600.697	38.09620253164557
ERR346600.698	38.12718204488778
ERR346600.693	35.886889460154244
ERR346600.702	38.041131105398456
ERR346600.701	35.62094763092269
ERR346600.700	37.79336734693877
ERR346600.704	37.150510204081634
ERR346600.708	38.04522613065327
ERR346600.705	37.7286432160804
ERR346600.706	36.68090452261306
ERR346600.707	38.12128712871287
ERR346600.711	32.04207920792079
ERR346600.712	30.6575
ERR346600.710	38.045918367346935
ERR346600.714	36.17326732673267
ERR346600.717	37.745635910224436
ERR346600.718	33.516455696202534
ERR346600.709	35.79746835443038
ERR346600.713	30.922879177377894
ERR346600.715	37.98971722365039
ERR346600.720	38.34974093264249
ERR346600.719	36.683673469387756
ERR346600.722	38.052763819095475
ERR346600.723	36.219451371571076
ERR346600.716	36.87244897959184
ERR346600.724	37.241895261845386
ERR346600.725	33.875
ERR346600.726	37.00253164556962
ERR346600.732	38.0280612244898
ERR346600.729	37.48994974874372
ERR346600.728	34.56521739130435
ERR346600.727	37.860759493670884
ERR346600.731	37.66836734693877
ERR346600.734	38.261845386533665
ERR346600.733	38.26932668329177
ERR346600.737	38.07253886010363
ERR346600.735	38.33168316831683
ERR346600.738	38.22622107969152
ERR346600.736	37.7409200968523
ERR346600.740	37.7219387755102
ERR346600.739	38.34924623115578
ERR346600.730	36.90975609756097
ERR346600.742	37.900249376558605
ERR346600.741	37.46384039900249
ERR346600.744	34.63797468354431
ERR346600.746	37.631188118811885
ERR346600.745	37.79081632653061
ERR346600.749	32.29620253164557
ERR346600.743	38.31362467866324
ERR346600.747	37.17705735660848
ERR346600.752	37.062814070351756
ERR346600.750	38.183673469387756
ERR346600.748	37.33501259445844
ERR346600.756	35.87185929648241
ERR346600.754	35.48743718592965
ERR346600.751	32.74285714285714
ERR346600.753	36.79950495049505
ERR346600.757	35.741772151898736
ERR346600.759	35.41463414634146
ERR346600.755	37.81930693069307
ERR346600.763	37.15075376884422
ERR346600.762	35.941031941031945
ERR346600.765	37.15461346633416
ERR346600.766	37.819843342036556
ERR346600.767	36.90231362467866
ERR346600.758	37.32142857142857
ERR346600.770	37.35660847880299
ERR346600.764	38.277227722772274
ERR346600.773	35.26932668329177
ERR346600.760	38.11479591836735
ERR346600.772	38.19493670886076
ERR346600.768	32.915211970074814
ERR346600.774	37.51485148514851
ERR346600.775	38.099489795918366
ERR346600.779	37.68090452261306
ERR346600.778	38.06585365853658
ERR346600.781	36.531088082901555
ERR346600.782	37.69897959183673
ERR346600.780	35.74234693877551
ERR346600.777	38.16957605985037
ERR346600.771	36.734177215189874
ERR346600.776	34.198019801980195
ERR346600.784	37.30886075949367
ERR346600.783	38.31619537275064
ERR346600.785	36.959798994974875
ERR346600.786	35.07537688442211
ERR346600.787	35.47814910025707
ERR346600.788	38.25063291139241
ERR346600.789	36.937185929648244
ERR346600.791	37.28316326530612
ERR346600.793	36.35459183673469
ERR346600.792	37.982278481012656
ERR346600.794	29.86829268292683
ERR346600.790	38.38442211055276
ERR346600.795	37.85569620253165
ERR346600.799	38.17215189873418
ERR346600.797	29.480198019801982
ERR346600.798	38.19493670886076
ERR346600.802	33.40865384615385
ERR346600.796	37.18292682926829
ERR346600.806	35.191326530612244
ERR346600.800	38.16836734693877
ERR346600.804	37.76275510204081
ERR346600.807	29.396984924623116
ERR346600.811	35.98987341772152
ERR346600.801	37.11139240506329
ERR346600.805	37.39356435643565
ERR346600.803	37.57673267326733
ERR346600.809	36.31619537275064
ERR346600.808	37.7746835443038
ERR346600.815	36.67085427135678
ERR346600.814	35.398514851485146
ERR346600.817	37.31920199501247
ERR346600.816	33.03517587939699
ERR346600.813	36.092269326683294
ERR346600.819	37.924870466321245
ERR346600.818	37.2434554973822
ERR346600.821	38.28354430379747
ERR346600.823	35.51813471502591
ERR346600.820	31.967336683417084
ERR346600.822	35.83547557840617
ERR346600.828	37.994974874371856
ERR346600.827	35.93658536585366
ERR346600.825	36.22894736842105
ERR346600.824	32.20051413881748
ERR346600.826	32.53061224489796
ERR346600.829	38.059125964010285
ERR346600.830	28.571428571428573
ERR346600.832	37.33169533169533
ERR346600.831	36.6139896373057
ERR346600.834	35.017857142857146
ERR346600.833	33.066838046272494
ERR346600.837	32.76341463414634
ERR346600.835	37.2780612244898
ERR346600.836	37.91836734693877
ERR346600.839	38.13216957605985
ERR346600.840	32.92462311557789
ERR346600.838	38.12793733681462
ERR346600.842	38.07035175879397
ERR346600.841	38.02644230769231
ERR346600.844	37.83673469387755
ERR346600.843	37.7780612244898
ERR346600.845	37.55443037974683
ERR346600.848	37.900249376558605
ERR346600.851	34.816326530612244
ERR346600.850	37.40975609756097
ERR346600.854	37.43283582089552
ERR346600.853	36.62373737373738
ERR346600.849	34.21782178217822
ERR346600.852	30.997506234413965
ERR346600.847	38.08860759493671
ERR346600.859	33.482412060301506
ERR346600.857	38.25831202046036
ERR346600.856	37.68101265822785
ERR346600.860	38.207317073170735
ERR346600.855	30.831658291457288
ERR346600.864	38.05357142857143
ERR346600.861	37.98004987531172
ERR346600.858	36.87468030690537
ERR346600.865	33.3469387755102
ERR346600.863	37.33501259445844
ERR346600.867	38.073417721518986
ERR346600.869	37.47959183673469
ERR346600.870	37.74811083123426
ERR346600.868	37.71072319201995
ERR346600.873	38.220253164556965
ERR346600.866	37.8
ERR346600.871	36.086633663366335
ERR346600.872	36.722921914357684
ERR346600.877	31.61881188118812
ERR346600.879	37.576530612244895
ERR346600.881	37.8253164556962
ERR346600.874	34.21243523316062
ERR346600.875	38.2379746835443
ERR346600.880	36.593516209476306
ERR346600.886	35.38902743142145
ERR346600.882	37.61518987341772
ERR346600.883	37.70663265306123
ERR346600.884	37.72361809045226
ERR346600.885	37.7970297029703
ERR346600.887	36.02743142144639
ERR346600.889	34.37789203084833
ERR346600.891	37.424870466321245
ERR346600.892	31.489795918367346
ERR346600.890	35.979328165374675
ERR346600.888	37.78227848101266
ERR346600.894	37.70918367346939
ERR346600.893	37.826530612244895
ERR346600.895	37.68536585365854
ERR346600.899	34.520725388601036
ERR346600.897	38.26130653266332
ERR346600.896	37.81658291457286
ERR346600.900	37.65835411471322
ERR346600.898	35.22278481012658
ERR346600.902	38.08031088082902
ERR346600.903	37.67821782178218
ERR346600.904	37.89356435643565
ERR346600.906	37.68316831683168
ERR346600.908	30.867346938775512
ERR346600.905	38.26329113924051
ERR346600.909	36.914572864321606
